OBJECTID,VAPID,LandmkName,Address,City,State,Zip,Phone,URL,X,Y,LOC,LastCheck,PlaceType,SrcTyp,Src,FIPScode,FIPSname
592,51087000028682,"VCS Heart and Vascular Center, LLC",8007 Discovery Dr Ste B,Richmond,VA,23229,-,-,-77.54659745,37.60377044,AP,2025/11/13 00:00:00+00,Hospital Points,Outpatient Surgical Hospital,VDH,51087,Henrico County
593,51760000050961,VCU Medical Center - Pediatric Outpatient Surgery at Brook Road Pavilion,"2924 Brook Road, Suite 3",Richmond,VA,23220,-,-,-77.45044729,37.57089364,AP,2025/11/13 00:00:00+00,Hospital Points,Outpatient Surgical Hospital,VDH,51760,Richmond City
7584,51161000044041,Catawba Hospital,5525 / 5481 Catawba Hospital Dr,Catawba,VA,24070,-,https://dbhds.virginia.gov/,-80.10992572,37.3914283,AP,2025/10/20 00:00:00+00,Hospital Points,DGS COVA Owned,DGS-DBHDS,51161,Roanoke County
7585,51790000003355,Commonwealth Center for Children & Adolescents,1301 Richmond Ave,Staunton,VA,24401,-,https://dbhds.virginia.gov/,-79.03498002,38.13202844,AP,2025/10/20 00:00:00+00,Hospital Points,DGS COVA Owned,DGS-DBHDS,51790,Staunton City
7586,51053000013596,Central State Hospital,26317 W Washington St,Petersburg,VA,23803-0030,-,https://dbhds.virginia.gov/,-77.45101382,37.2098891,AP,2025/10/20 00:00:00+00,Hospital Points,DGS COVA Owned,DGS-DBHDS,51053,Dinwiddie County
7587,51095000038220,Eastern State Hospital,1 Ashbury Ln / 4601 Ironbound Rd,Williamsburg,VA,23188-2648,-,https://dbhds.virginia.gov/,-76.73585673,37.29191018,AP,2025/10/20 00:00:00+00,Hospital Points,DGS COVA Owned,DGS-DBHDS,51095,James City County
7588,51059000356862,Northern Virginia Mental Health Institute,3302 Gallows Rd,Falls Church,VA,22042-3353,-,https://dbhds.virginia.gov/,-77.23214441,38.857706,AP,2025/10/20 00:00:00+00,Hospital Points,DGS COVA Owned,DGS-DBHDS,51059,Fairfax County
7589,51135000003607,Piedmont Geriatric Hospital,5001 E Patrick Henry Hwy,Burkeville,VA,23922-0427,-,https://dbhds.virginia.gov/,-78.17507701,37.19257143,AP,2025/10/20 00:00:00+00,Hospital Points,DGS COVA Owned,DGS-DBHDS,51135,Nottoway County
7590,51590000014660,Southern Virginia Mental Health Institute,382 Taylor Dr,Danville,VA,24541-4023,-,https://dbhds.virginia.gov/,-79.41028284,36.5556329,AP,2025/10/20 00:00:00+00,Hospital Points,DGS COVA Owned,DGS-DBHDS,51590,Danville City
7591,51550000091286,Southeastern Virginia Training Center,2100 Steppingstone Sq,Chesapeake,VA,23320-2517,-,https://dbhds.virginia.gov/,-76.22372303,36.79414183,AP,2025/10/20 00:00:00+00,Hospital Points,DGS COVA Owned,DGS-DBHDS,51550,Chesapeake City
7592,51173000013743,Southwestern Virginia Mental Health Institute,340 Bagley Cir,Marion,VA,24541-4023,-,https://dbhds.virginia.gov/,-81.5113807,36.83309401,AP,2025/10/20 00:00:00+00,Hospital Points,DGS COVA Owned,DGS-DBHDS,51173,Smyth County
7593,51135000003608,Virginia Center for Behavioral Rehabilitation,4901 Patrick Henry Hwy,Burkeville,VA,23922-3454,-,https://dbhds.virginia.gov/,-78.17753347,37.19433353,AP,2025/10/20 00:00:00+00,Hospital Points,DGS COVA Owned,DGS-DBHDS,51135,Nottoway County
7594,51790000000899,Western State Hospital,103 Valley Center Dr,Staunton,VA,24401-5080,-,https://dbhds.virginia.gov/,-79.02716331,38.14217796,AP,2025/10/20 00:00:00+00,Hospital Points,DGS COVA Owned,DGS-DBHDS,51790,Staunton City
7595,51053000013597,Hiram W. Davis Medical Center,110 Seventh Ave / 26317 W Washington St,Petersburg,VA,23803-0030,-,https://dbhds.virginia.gov/,-77.45412976,37.20503976,AP,2025/10/20 00:00:00+00,Hospital Points,DGS COVA Owned,DGS-DBHDS,51053,Dinwiddie County
